,db_count,db_score,im_count,im_score,name,roi,roi_count
2645,1,6.27448775803,1,6.90451394406,Jonathan D. Mellor,0.00482571428571,1
2646,1,7.78270816253,2,7.34793123698,Logan Browning,0.233707368421,1
2647,3,6.34151977601,3,6.07680166395,Marc John Jefferies,1.02027153519,3
2648,2,4.41434925916,2,4.33269364513,Ian Whyte,0.626391913889,2
2649,2,4.91708939399,2,5.17518650168,Bruce Payne,0.583027444444,1
2650,2,5.7717476232,2,5.26386996026,Barry Watson,1.58402653333,2
2651,4,7.20455700747,4,7.19273518446,Miranda Cosgrove,3.60312081545,3
2652,1,8.58709237825,1,7.88003198849,Clotilde Mollet,0.9473382,1
2653,5,6.73700868208,6,6.23938800468,Nicholas Gonzalez,0.73308811,2
2654,1,7.07887197376,1,7.34793123698,Patrick Wilson,1.06101263158,1
2655,1,6.17393973107,1,4.86479439663,Nikola Djuricko,0.0231773076923,1
2656,1,7.27996802769,1,7.7913485299,George Chakiris,7.275,1
2657,1,5.97284367713,1,6.10636281681,Frankie Valli,0.841987333333,1
2658,3,5.50361955129,3,6.66802472117,Jay Chandrasekhar,5.69560160251,3
2659,1,8.38599632432,1,6.01767935822,William Abadie,1.26502267692,1
2660,2,7.07887197376,3,7.17056431982,Anthony Zerbe,1.08334421875,1
2661,1,6.27448775803,1,6.90451394406,Richard Dawson,1.41192981481,1
2662,1,5.87229565017,1,5.92899589964,Kelly Rutherford,2.2284519,1
2663,5,6.39514539039,5,6.17730958368,Alex Borstein,2.39899705882,5
2664,4,7.07887197376,4,7.34793123698,Dylan Moran,2.19122181746,3
2665,1,5.57065156927,1,7.2592477784,Doona Bae,0.000180214645328,1
2666,19,7.13179198795,19,7.11922126485,Natalie Portman,1.76520208919,19
2667,1,6.9783239468,1,7.7913485299,Miriam Colon,2.6539926,1
2668,3,6.64316385691,5,6.31920311741,Mira Sorvino,0.626964009596,3
2669,1,5.7717476232,1,6.54978010973,Petchtai Wongkamlao,0.000340183333333,1
2670,1,4.36407524568,1,4.95347785522,Kristoffer Polaha,0.166042,1
2671,3,6.81074390185,3,7.6435427656,Janet Leigh,30.5168201666,2
2672,2,6.02311769062,2,6.41675492185,Bronagh Gallagher,0.11914893617,1
2673,1,7.98380421646,1,8.23476582282,Takeshi Kusao,0.000399238181818,1
2674,2,7.73243414904,3,6.49065780401,Gedde Watanabe,1.58656232848,3
2675,1,7.27996802769,2,5.70728725318,Angus Macfadyen,3.25563890714,2
2676,1,8.58709237825,1,8.14608236424,Michael Spears,8.37312945455,1
2677,1,6.87777591983,1,7.61398161274,Alex Désert,22.52961,1
2678,1,7.58161210859,1,8.58949965716,Bolaji Badejo,7.17272727273,1
2679,2,5.92256966365,2,6.90451394406,Ki Hong Lee,2.17565282642,2
2680,6,7.06211396927,9,6.57934126259,Jon Gries,19.734976584,6
2681,4,6.8023648996,5,6.79809379376,Jeff Garlin,1.75615742778,5
2682,3,6.14042372208,3,6.63846356831,Jami Gertz,2.62704766304,1
2683,1,6.9783239468,1,7.17056431982,James Lipton,0.760357193333,1
2684,1,5.4701035423,1,4.95347785522,Lexa Doig,1.14643009091,1
2685,2,5.97284367713,2,5.92899589964,Marcel Iures,0.66069657,2
2686,2,8.13462625691,2,7.92437371778,Burghart Klaußner,0.5159289375,2
2687,1,7.07887197376,1,8.05739890565,Rita Davies,0.464295105263,1
2688,3,6.30800376702,4,6.23938800468,Vincent Regan,1.54097354,3
2689,10,6.86772111713,10,6.39901823014,Dave Chappelle,1.66072208851,10
2690,1,3.35859497601,1,3.44585905929,Texas Battle,0.207857177778,1
2691,2,6.72695387938,2,6.37241319256,Allen Covert,1.20554674538,2
2692,1,6.87777591983,1,7.61398161274,Blake Lindsley,22.52961,1
2693,1,6.47558381196,1,7.34793123698,Samantha Ivers,0.2623735,1
2694,4,6.87777591983,4,7.03753913194,Rosemarie DeWitt,0.602829419452,2
2695,1,6.27448775803,2,6.86017221477,Fares Fares,0.0241227,1
2696,2,7.38051605466,2,7.92437371778,Aldis Hodge,3.43114767857,2
2697,2,8.18490027039,2,8.63384138645,Scatman Crothers,25.4545454545,1
2698,1,4.96736340747,1,7.08188086123,Dean Dawson,0.0025088748019,1
2699,1,6.17393973107,1,6.46109665114,Michelle Krusiec,2.29362605714,1
2700,1,6.27448775803,2,6.41675492185,Nicky Katt,0.356538053476,2
2701,3,5.53713556028,3,6.19504627539,Nonso Anozie,0.415023777302,3
2702,4,7.55647510185,5,6.74488371861,Jason Robards,1.20430170655,3
2703,1,5.67119959624,1,5.66294552389,Andrew Airlie,3.536734,1
2704,1,5.97284367713,1,7.17056431982,Maika Monroe,7.3366505,1
2705,6,5.82202163668,6,6.57934126259,Alia Shawkat,0.954593511111,4
2706,2,6.92804993331,2,6.32807146327,Jake Lloyd,1.00956068333,1
2707,2,7.07887197376,2,6.6828052976,Lori Singer,5.52765242334,2
2708,3,6.77722789286,4,7.56963988344,Michiel Huisman,1.18695274048,4
2709,1,6.17393973107,1,5.5742620653,Ivan Sergei,0.00018525,1
2710,2,5.67119959624,2,6.06202108752,Aaliyah,1.55243534857,2
2711,3,6.74371188387,4,6.39458405721,Jacinda Barrett,1.2596541987,3
2712,3,7.27996802769,3,6.99319740265,Abraham Benrubi,1.63114388485,2
2713,4,7.22969401421,4,7.45878556021,Ezra Miller,0.908225096459,3
2714,1,6.0733917041,1,6.28372973398,Kelvin Han Yee,0.104641563636,1
2715,2,6.0733917041,2,6.86017221477,Augustus Prew,0.867252459416,2
2716,2,5.52037755579,2,5.52992033601,Shelley Hennig,20.850754,2
2717,4,5.72147360972,5,5.59199875702,Brittany Daniel,1.40610593288,5
2718,1,7.78270816253,1,7.88003198849,Jerry Nelson,2.27345891667,1
2719,4,8.38599632432,4,8.21259495818,Thomas Mitchell,49.9510379683,1
2720,8,6.96575544342,8,6.87125764709,Brian Dennehy,1.06898794329,7
2721,4,6.40017279174,4,6.70497616225,Bobb'e J. Thompson,1.24540597262,4
2722,1,6.77722789286,1,7.34793123698,Jake Richardson,0.148273666667,1
2723,1,5.87229565017,2,4.42137710371,Dave Foley,1.05260091875,2
2724,1,7.27996802769,1,6.90451394406,Maxine Bahns,409.864,1
2725,1,6.0733917041,1,6.54978010973,Simon Rhee,1.6033556,1
